Vehicle Spy 3 Bus Traffic File
Save Date,7/31/2015
Save Time,3:04:02 pm
Start Date,7/31/2015
Start Time,2:50:38 pm
System Time,1835211
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,125000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
6375,630.155506275,0.01076922499999,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,6B,,,,,,,,,
6376,630.219874075,0.06436780000001363,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6377,630.255889425,0.03601534999995692,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,6D,,,,,,,,,
6378,630.3078176499999,0.05192822499998329,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
6379,630.311287625,0.00346997500002999,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6380,630.3896404249999,0.07835279999994782,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6381,630.4636214999999,0.07398107500000606,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6382,630.5084106749999,0.04478917500000534,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
6383,630.538404775,0.02999410000006719,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6384,630.5429305,0.004525725000007697,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,71,,,,,,,,,
6385,630.616849725,0.07391922499994052,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6386,630.6429316,0.02608187500004533,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,6B,,,,,,,,,
6387,630.6631158749999,0.02018427499990594,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,6B,00,00,00,D2,07,01,,,
6388,630.663381975,0.0002661000000898639,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,10,0F,,,
6389,630.6636160749999,0.0002340999999432824,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,7B,13,45,,,
6390,630.6789708499999,0.0153547749999916,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,02,E0,00,B0,14,01,08,00,,,
6391,630.69578785,0.01681700000006004,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6392,630.71323475,0.01744689999998172,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
6393,630.7422404499999,0.0290056999999706,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,73,,,,,,,,,
6394,630.769836675,0.02759622500002479,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6395,630.8426164499999,0.07277977499995814,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,73,,,,,,,,,
6396,630.8448364249999,0.002219975000002705,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6397,630.916233725,0.07139730000005784,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
6398,630.9197057,0.00347197500002494,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
6399,630.9429677999999,0.02326209999989714,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,70,,,,,,,,,
6400,630.9947043999999,0.05173660000002656,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6401,631.042290475,0.04758607500002654,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,72,,,,,,,,,
6402,631.0694746749999,0.02718419999996513,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6403,631.1155677749999,0.04609310000000733,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6404,631.1426175749999,0.02704979999998614,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,6D,,,,,,,,,
6405,631.1441456,0.001528025000084199,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6406,631.2188326749999,0.07468707499992888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6407,631.2429707499999,0.0241380749999962,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,71,,,,,,,,,
6408,631.3032867749999,0.06031602500002009,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6409,631.3152501,0.01196332500001063,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6410,631.388439275,0.07318917500003863,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6411,631.4634482749999,0.07500899999990907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6412,631.515842875,0.05239460000007057,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6413,631.538171475,0.02232860000003711,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6414,631.5443711749999,0.00619969999991099,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7A,,,,,,,,,
6415,631.612856675,0.06848550000006526,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6416,631.6993969499999,0.08654027499994754,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6417,631.71539795,0.01600100000007387,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6418,631.7303368749999,0.01493892499991034,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7A,,,,,,,,,
6419,631.784595275,0.0542584000000943,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6420,631.830723475,0.04612819999999829,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7B,,,,,,,,,
6421,631.8509057499999,0.02018227499991099,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,7B,00,00,00,D7,07,01,,,
6422,631.85117185,0.0002661000000898639,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,10,0F,,,
6423,631.8514119499999,0.0002400999999281339,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,7C,13,45,,,
6424,631.85850965,0.007097700000031182,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6425,631.8668711749999,0.008361524999941139,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,02,E0,00,B0,14,01,08,62,,,
6426,631.9153179499999,0.04844677500000216,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6427,631.93107275,0.01575480000008156,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,79,,,,,,,,,
6428,631.9343067499999,0.0032339999999067,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6429,632.00893175,0.07462500000008276,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6430,632.0314220749999,0.02249032499992154,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7D,,,,,,,,,
6431,632.0964597999999,0.06503772500002469,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6432,632.1146286999999,0.01816889999997784,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6433,632.1307133749999,0.01608467500000188,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7B,,,,,,,,,
6434,632.1806380749999,0.04992470000001958,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6435,632.2310918749999,0.05045380000001387,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,79,,,,,,,,,
6436,632.2546243749999,0.02353249999998752,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6437,632.3151484499999,0.06052407499998935,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6438,632.329255625,0.01410717500004921,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6439,632.3314095249999,0.002153899999939313,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,79,,,,,,,,,
6440,632.40509275,0.07368322500008162,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6441,632.49157295,0.08648019999998269,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6442,632.5147875499999,0.02321459999996023,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6443,632.576747525,0.06195997500003614,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6444,632.607908975,0.03116145000001324,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,77,,,,,,,,,
6445,632.6506562249999,0.04274724999993396,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6446,632.70826325,0.05760702500003845,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,78,,,,,,,,,
6447,632.71431905,0.006055800000012823,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6448,632.725420325,0.01110127499998725,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6449,632.8000475,0.07462717500004601,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6450,632.8085828999999,0.008535399999914262,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7E,,,,,,,,,
6451,632.8876037,0.07902080000008027,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6452,632.907930075,0.02032637499996781,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7B,,,,,,,,,
6453,632.9149776749999,0.007047599999964405,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6454,632.92807275,0.01309507500002382,316659416170496,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,7B,00,00,00,DB,07,01,,,
6455,632.9283368499999,0.0002640999999812266,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,10,0F,,,
6456,632.928572875,0.000236025000049267,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,7E,13,45,,,
6457,632.9439816749999,0.01540879999993194,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,02,E0,00,B0,14,01,0A,00,,,
6458,632.9728097999999,0.02882812500001819,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6459,633.0082808999999,0.0354710999999952,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7F,,,,,,,,,
6460,633.047790375,0.03950947500004532,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6461,633.10860715,0.0608167750000348,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,7F,,,,,,,,,
6462,633.1146329249999,0.006025774999898204,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6463,633.122552425,0.007919500000070911,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6464,633.1972376,0.07468517500001326,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6465,633.2079147249999,0.01067712499991558,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,87,,,,,,,,,
6466,633.283705725,0.07579100000009475,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6467,633.314233825,0.03052809999996952,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6468,633.367914325,0.05368050000004132,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6469,633.4418435,0.0739291749999893,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6470,633.5096277,0.06778420000000551,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,91,,,,,,,,,
6471,633.5147413,0.005113599999958751,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6472,633.5174993249999,0.002758024999934605,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6473,633.5836995999999,0.06620027500002834,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,91,,,,,,,,,
6474,633.5923252,0.008625600000073064,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6475,633.6788074,0.08648219999997764,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6476,633.6840652,0.005257799999981216,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,89,,,,,,,,,
6477,633.7143312999999,0.03026609999994889,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6478,633.7639220249999,0.04959072500003003,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6479,633.784394425,0.02047240000001693,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,8D,,,,,,,,,
6480,633.8378508999999,0.05345647499996176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6481,633.8837471749999,0.04589627500001825,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,87,,,,,,,,,
6482,633.9139251749999,0.03017799999997806,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6483,633.9141832749999,0.0002580999999963751,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6484,633.98410925,0.06992597500004649,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,87,,,,,,,,,
6485,633.98839715,0.004287900000008449,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6486,633.99606065,0.007663500000035128,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,87,00,00,00,DB,07,01,,,
6487,633.99632675,0.000266099999976177,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,10,0F,,,
6488,633.9965628499999,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,7E,13,45,,,
6489,634.011969625,0.01540677500008769,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,02,E0,00,B0,14,01,0B,00,,,
6490,634.0749314999999,0.06296187499992811,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6491,634.0844529,0.009521400000039648,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,88,,,,,,,,,
6492,634.1145389999999,0.0300860999999486,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6493,634.160048,0.04550900000003821,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6494,634.1837641249999,0.02371612499996445,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,8B,,,,,,,,,
6495,634.2349929,0.05122877500002687,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6496,634.2841286749999,0.04913577499996791,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,8C,,,,,,,,,
6497,634.30976315,0.02563447500006078,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6498,634.31409895,0.004335800000035306,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6499,634.38448235,0.07038339999996879,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6500,634.47096255,0.08648019999998269,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6501,634.5137478749999,0.04278532499995436,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6502,634.5561310749999,0.0423832000000175,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6503,634.5874105749999,0.03127949999998236,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,8F,,,,,,,,,
6504,634.630095775,0.04268520000005082,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6505,634.6824474,0.05235162500002843,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,8F,,,,,,,,,
6506,634.7058218999999,0.02337449999993168,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6507,634.7143615,0.008539600000062819,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6508,634.7805390999999,0.06617759999994632,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6509,634.7817752249999,0.001236124999991262,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,93,,,,,,,,,
6510,634.868355425,0.08658020000007127,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6511,634.882090425,0.01373499999999694,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,98,,,,,,,,,
6512,634.9138504499999,0.03176002499992592,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6513,634.95220595,0.0383555000000797,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6514,634.9824414249999,0.03023547499992674,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,95,,,,,,,,,
6515,635.026112625,0.04367120000006252,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6516,635.0671492499999,0.04103662499994698,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,95,00,00,00,DB,07,01,,,
6517,635.0674153499999,0.000266099999976177,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,10,0F,,,
6518,635.067655375,0.000240025000039168,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,80,13,45,,,
6519,635.0830561749999,0.01540079999995214,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,02,E0,00,B0,14,01,0C,00,,,
6520,635.086889975,0.003833800000052179,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,9A,,,,,,,,,
6521,635.1009170999999,0.01402712499998415,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6522,635.113422475,0.01250537500004612,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6523,635.176596275,0.06317379999995865,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6524,635.1872515499999,0.01065527499997643,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,9C,,,,,,,,,
6525,635.26312845,0.07587690000002567,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6526,635.2875785499999,0.02445009999996728,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,9E,,,,,,,,,
6527,635.3129989749999,0.02542042499999298,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6528,635.348232675,0.03523370000004888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6529,635.42228385,0.07405117500002234,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6530,635.496992925,0.07470907499998702,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6531,635.51357995,0.01658702500003528,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6532,635.5716481249999,0.05806817499990302,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6533,635.58243335,0.01078522500006329,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,9F,,,,,,,,,
6534,635.659200275,0.07676692500001536,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6535,635.675671,0.01647072499997648,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,9F,,,,,,,,,
6536,635.7131805749999,0.03750957499994456,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6537,635.7443286499999,0.0311480750000328,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6538,635.774986075,0.03065742500007218,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A1,,,,,,,,,
6539,635.8193191749999,0.04433309999990342,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6540,635.875348475,0.0560293000000911,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A3,,,,,,,,,
6541,635.8940733999999,0.0187249249999013,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6542,635.9128241999999,0.01875080000002072,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6543,635.9687286,0.05590440000003127,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6544,635.9756702,0.006941600000004655,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A1,,,,,,,,,
6545,636.0552048999999,0.07953469999995377,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6546,636.0760173,0.02081240000006801,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A3,,,,,,,,,
6547,636.1134447999999,0.03742749999992156,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6548,636.1394292,0.02598440000008395,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6549,636.1402213,0.0007921000000123968,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,A3,00,00,00,DB,07,01,,,
6550,636.1404874,0.000266099999976177,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,0F,C3,,,
6551,636.140725475,0.0002380749999701948,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,81,13,45,,,
6552,636.156228275,0.01550280000003568,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,02,D4,00,B2,14,01,0C,62,,,
6553,636.176398575,0.02017030000001796,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A6,,,,,,,,,
6554,636.2133562499999,0.03695767499993962,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6555,636.2757289499999,0.06237269999996897,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A1,,,,,,,,,
6556,636.2890621499999,0.01333320000003368,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6557,636.31303665,0.02397450000000844,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6558,636.36377735,0.05074070000000575,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6559,636.4502596499999,0.08648229999994328,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6560,636.5126255499999,0.06236590000003162,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,C8,,,,,,,,,
6561,636.535484175,0.02285862500002622,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
6562,636.6094132999999,0.07392912499994964,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
