Abs Time(Sec),B1,B2,Compass Heading,
686.0880836,0D,F3,357.1,-2.9
686.1884465,0D,EE,356.6,-3.4
686.3784931,0D,D2,353.8,-6.2
686.6648943,0D,AF,350.3,-9.7
686.776212,0D,AF,350.3,-9.7
686.8755559,0D,A5,349.3,-10.7
686.9758522,0D,98,348,-12
687.0761991,0D,96,347.8,-12.2
687.1755617,0D,88,346.4,-13.6
687.2758953,0D,82,345.8,-14.2
687.5441929,0D,73,344.3,-15.7
687.6435161,0D,5C,342,-18
687.7438194,0D,51,340.9,-19.1
687.8441844,0D,46,339.8,-20.2
687.9435327,0D,42,339.4,-20.6
688.0438557,0D,31,337.7,-22.3
688.1442144,0D,20,336,-24
688.2435238,0D,1D,335.7,-24.3
688.5296981,0D,08,333.6,-26.4
688.6213628,0D,08,333.6,-26.4
688.7217122,0C,F0,331.2,-28.8
688.8220689,0C,F3,331.5,-28.5
688.9213972,0C,EC,330.8,-29.2
689.0217566,0C,DD,329.3,-30.7
689.1220656,0C,DC,329.2,-30.8
689.2213921,0C,CF,327.9,-32.1
689.4894387,0C,A6,323.8,-36.2
689.5941252,0C,A6,323.8,-36.2
689.6944895,0C,95,322.1,-37.9
689.7948089,0C,88,320.8,-39.2
689.8941619,0C,88,320.8,-39.2
689.9944881,0C,7E,319.8,-40.2
690.0948359,0C,81,320.1,-39.9
690.1941805,0C,7B,319.5,-40.5
690.373878,0C,74,318.8,-41.2
690.5668854,0C,74,318.8,-41.2
690.6661908,0C,61,316.9,-43.1
690.7665576,0C,5A,316.2,-43.8
690.866929,0C,57,315.9,-44.1
690.9662585,0C,4A,314.6,-45.4
691.0665999,0C,47,314.3,-45.7
691.1669208,0C,3E,313.4,-46.6
691.2662779,0C,3B,313.1,-46.9
691.597833,0C,22,310.6,-49.4
691.7577294,0C,22,310.6,-49.4
691.858105,0C,19,309.7,-50.3
691.9584601,0C,0F,308.7,-51.3
692.0577679,0C,0C,308.4,-51.6
692.158142,0C,0F,308.7,-51.3
692.2584936,0C,10,308.8,-51.2
692.5642878,0C,00,307.2,-52.8
692.6588153,0C,00,307.2,-52.8
692.7591545,0B,F8,306.4,-53.6
692.8595021,0B,EC,305.2,-54.8
692.9588285,0B,EB,305.1,-54.9
693.059186,0B,E6,304.6,-55.4
693.1595449,0B,E3,304.3,-55.7
693.2588852,0B,DF,303.9,-56.1
693.5563732,0B,D2,302.6,-57.4
693.6561913,0B,D2,302.6,-57.4
693.7565274,0B,C3,301.1,-58.9
693.8558243,0B,C1,300.9,-59.1
693.956179,0B,BD,300.5,-59.5
694.056513,0B,B6,299.8,-60.2
694.1558764,0B,B7,299.9,-60.1
694.256215,0B,B5,299.7,-60.3
694.546188,0B,B3,299.5,-60.5
694.6463487,0B,B1,299.3,-60.7
694.751873,0B,A2,297.8,-62.2
694.8511204,0B,9C,297.2,-62.8
694.9514452,0B,95,296.5,-63.5
695.0518134,0B,90,296,-64
695.1511609,0B,8C,295.6,-64.4
695.2514776,0B,8A,295.4,-64.6
695.4511705,0B,83,294.7,-65.3
695.6303683,0B,83,294.7,-65.3
695.7306888,0B,81,294.5,-65.5
695.8300136,0B,85,294.9,-65.1
695.9303624,0B,7A,293.8,-66.2
696.0307067,0B,7E,294.2,-65.8
696.1300704,0B,79,293.7,-66.3
696.2303873,0B,77,293.5,-66.5
696.4592264,0B,63,291.5,-68.5
696.7287601,0B,5B,290.7,-69.3
696.8222286,0B,5B,290.7,-69.3
696.9225821,0B,56,290.2,-69.8
697.0218833,0B,4F,289.5,-70.5
697.1222824,0B,52,289.8,-70.2
697.222624,0B,4F,289.5,-70.5
697.4315134,0B,50,289.6,-70.4
697.5973993,0B,50,289.6,-70.4
697.6977491,0B,4C,289.2,-70.8
697.797044,0B,4B,289.1,-70.9
697.8974037,0B,49,288.9,-71.1
697.9977353,0B,45,288.5,-71.5
698.0970438,0B,39,287.3,-72.7
698.1974184,0B,3A,287.4,-72.6
698.2977367,0B,31,286.5,-73.5
698.59887,0B,22,285,-75
698.6817692,0B,22,285,-75
698.7810386,0B,21,284.9,-75.1
698.8814132,0B,1E,284.6,-75.4
698.9817634,0B,21,284.9,-75.1
699.082135,0B,26,285.4,-74.6
699.1824418,0B,1B,284.3,-75.7
699.2817844,0B,23,285.1,-74.9
699.5621023,0B,25,285.3,-74.7
699.6616492,0B,13,283.5,-76.5
699.7610058,0B,0D,282.9,-77.1
699.861362,0B,0F,283.1,-76.9
699.9616995,0B,09,282.5,-77.5
700.0609866,0B,0A,282.6,-77.4
700.1613952,0B,04,282,-78
700.2616838,0A,FD,281.3,-78.7
700.4855943,0B,02,281.8,-78.2
700.6374777,0B,02,281.8,-78.2
700.736809,0A,FA,281,-79
700.8371685,0B,00,281.6,-78.4
700.9375438,0A,FF,281.5,-78.5
701.0368605,0A,F8,280.8,-79.2
701.1372096,0A,F4,280.4,-79.6
701.2375613,0A,F0,280,-80
701.4260795,0A,E2,278.6,-81.4
701.7293478,0A,E4,278.8,-81.2
701.8263069,0A,E4,278.8,-81.2
701.9256305,0A,E7,279.1,-80.9
702.0259625,0A,E0,278.4,-81.6
702.1263121,0A,DD,278.1,-81.9
702.2256607,0A,DD,278.1,-81.9
702.3259823,0A,DD,278.1,-81.9
702.6034754,0A,DA,277.8,-82.2
702.70385,0A,CF,276.7,-83.3
702.8042117,0A,D0,276.8,-83.2
702.9035288,0A,CF,276.7,-83.3
703.0038375,0A,CE,276.6,-83.4
703.1042075,0A,CA,276.2,-83.8
703.2035091,0A,C9,276.1,-83.9
703.3852667,0A,C1,275.3,-84.7
703.5793532,0A,C1,275.3,-84.7
703.6786708,0A,BF,275.1,-84.9
703.7790251,0A,C0,275.2,-84.8
703.8793256,0A,BD,274.9,-85.1
703.9786584,0A,BD,274.9,-85.1
704.0790276,0A,B6,274.2,-85.8
704.1793503,0A,B6,274.2,-85.8
704.2787083,0A,B5,274.1,-85.9
704.5490167,0A,B4,274,-86
704.6493569,0A,AF,273.5,-86.5
704.7486964,0A,B0,273.6,-86.4
704.8490486,0A,A6,272.6,-87.4
704.9493661,0A,A3,272.3,-87.7
705.0486855,0A,A6,272.6,-87.4
705.149071,0A,A7,272.7,-87.3
705.2493934,0A,A7,272.7,-87.3
705.4116242,0A,A4,272.4,-87.6
705.4117544,0A,A4,272.4,-87.6
705.4118845,0A,A4,272.4,-87.6
705.4120146,0A,A4,272.4,-87.6
705.4121446,0A,A4,272.4,-87.6
705.4122748,0A,A4,272.4,-87.6
705.4124048,0A,A4,272.4,-87.6
705.4125351,0A,A4,272.4,-87.6
705.4126651,0A,A4,272.4,-87.6
705.4127953,0A,A4,272.4,-87.6
705.4129253,0A,A4,272.4,-87.6
705.4130555,0A,A4,272.4,-87.6
705.4131855,0A,A4,272.4,-87.6
705.4133157,0A,A4,272.4,-87.6
705.4134458,0A,A4,272.4,-87.6
705.413576,0A,A4,272.4,-87.6
705.4137061,0A,A4,272.4,-87.6
705.4138361,0A,A4,272.4,-87.6
705.4139663,0A,A4,272.4,-87.6
705.4140963,0A,A4,272.4,-87.6
705.4142265,0A,A4,272.4,-87.6
705.4143566,0A,A4,272.4,-87.6
705.4144867,0A,A4,272.4,-87.6
705.4146168,0A,A4,272.4,-87.6
705.414747,0A,A4,272.4,-87.6
705.4148771,0A,A4,272.4,-87.6
705.4150072,0A,A4,272.4,-87.6
705.4151373,0A,A4,272.4,-87.6
705.4152673,0A,A4,272.4,-87.6
705.4153976,0A,A4,272.4,-87.6
705.4155276,0A,A4,272.4,-87.6
705.4156578,0A,A4,272.4,-87.6
705.6252058,0A,A4,272.4,-87.6
705.7245143,0A,A0,272,-88
705.8248566,0A,99,271.3,-88.7
705.9252312,0A,99,271.3,-88.7
706.024528,0A,99,271.3,-88.7
706.1248761,0A,98,271.2,-88.8
706.2252055,0A,95,270.9,-89.1
706.5222581,0A,8F,270.3,-89.7
706.7392668,0A,8F,270.3,-89.7
706.8386003,0A,8C,270,-90
706.9389315,0A,8F,270.3,-89.7
707.0392604,0A,8C,270,-90
707.1386046,0A,8C,270,-90
707.2389481,0A,8C,270,-90
707.5279063,0A,7F,268.7,-91.3
707.622959,0A,7F,268.7,-91.3
707.7222666,0A,7F,268.7,-91.3
707.8226058,0A,7F,268.7,-91.3
707.9229386,0A,7F,268.7,-91.3
708.0223011,0A,7F,268.7,-91.3
708.122607,0A,7B,268.3,-91.7
708.2229985,0A,7B,268.3,-91.7
708.4089496,0A,7B,268.3,-91.7
708.5967454,0A,7B,268.3,-91.7
708.6970562,0A,78,268,-92
708.7963793,0A,71,267.3,-92.7
708.8967468,0A,72,267.4,-92.6
708.9970679,0A,65,266.1,-93.9
709.0963765,0A,6B,266.7,-93.3
709.1967296,0A,65,266.1,-93.9
709.2971051,0A,68,266.4,-93.6
709.5684502,0A,69,266.5,-93.5
709.6688265,0A,6C,266.8,-93.2
709.7691497,0A,6F,267.1,-92.9
709.8684726,0A,72,267.4,-92.6
709.968789,0A,72,267.4,-92.6
710.0691327,0A,69,266.5,-93.5
710.1684718,0A,69,266.5,-93.5
710.2688464,0A,65,266.1,-93.9
710.5539714,0A,65,266.1,-93.9
710.6538221,0A,58,264.8,-95.2
710.7541845,0A,58,264.8,-95.2
710.853505,0A,58,264.8,-95.2
710.9538662,0A,58,264.8,-95.2
711.054193,0A,50,264,-96
711.1535215,0A,50,264,-96
711.2538658,0A,50,264,-96
711.5920138,0A,42,262.6,-97.4
711.7484752,0A,42,262.6,-97.4
711.8487876,0A,38,261.6,-98.4
711.9481451,0A,34,261.2,-98.8
712.048492,0A,34,261.2,-98.8
712.1487903,0A,34,261.2,-98.8
712.2481679,0A,2C,260.4,-99.6
712.53517,0A,22,259.4,-100.6
712.6218719,0A,22,259.4,-100.6
712.7211952,0A,1E,259,-101
712.8215761,0A,19,258.5,-101.5
712.9218865,0A,16,258.2,-101.8
713.0213282,0A,0A,257,-103
713.1216051,0A,03,256.3,-103.7
713.2219502,09,FE,255.8,-104.2
713.3212227,09,FE,255.8,-104.2
713.5997726,09,F6,255,-105
713.7000934,09,EA,253.8,-106.2
713.7994211,09,E9,253.7,-106.3
713.8997865,09,E3,253.1,-106.9
714.000132,09,DC,252.4,-107.6
714.0994667,09,D9,252.1,-107.9
714.1997903,09,D9,252.1,-107.9
714.3001675,09,CE,251,-109
714.6021597,09,BB,249.1,249.1
714.6841105,09,BB,249.1,249.1
714.7834798,09,B2,248.2,248.2
714.8838067,09,B0,248,248
714.9841769,09,A8,247.2,247.2
715.0834605,09,AA,247.4,247.4
715.1838215,09,9D,246.1,246.1
715.3332997,09,92,245,245
715.5545215,09,92,245,245
715.6548251,09,85,243.7,243.7
715.7552197,09,7F,243.1,243.1
715.8545362,09,77,242.3,242.3
715.9549697,09,75,242.1,242.1
716.0552288,09,70,241.6,241.6
716.1545555,09,65,240.5,240.5
716.2549079,09,69,240.9,240.9
716.4814804,09,56,239,239
716.7512088,09,48,237.6,237.6
716.7513409,09,48,237.6,237.6
716.751473,09,48,237.6,237.6
716.7516051,09,48,237.6,237.6
716.7517373,09,48,237.6,237.6
716.7518693,09,48,237.6,237.6
716.7520015,09,48,237.6,237.6
716.7521335,09,48,237.6,237.6
716.7522657,09,48,237.6,237.6
716.7523977,09,48,237.6,237.6
716.7525299,09,48,237.6,237.6
716.7526619,09,48,237.6,237.6
716.7527942,09,48,237.6,237.6
716.7529263,09,48,237.6,237.6
716.7530584,09,48,237.6,237.6
716.7531905,09,48,237.6,237.6
716.7533225,09,48,237.6,237.6
716.7534547,09,48,237.6,237.6
716.7535868,09,48,237.6,237.6
716.753719,09,48,237.6,237.6
716.753851,09,48,237.6,237.6
716.7539832,09,48,237.6,237.6
716.7541152,09,48,237.6,237.6
716.7542474,09,48,237.6,237.6
716.848781,09,48,237.6,237.6
716.9480916,09,3E,236.6,236.6
717.0484702,09,35,235.7,235.7
717.1488077,09,38,236,236
717.2480909,09,2C,234.8,234.8
717.529149,09,1A,233,233
717.6269808,09,1A,233,233
717.7262858,09,11,232.1,232.1
717.8266787,09,0A,231.4,231.4
717.9270202,09,04,230.8,230.8
718.0263376,08,FD,230.1,230.1
718.1266701,08,F7,229.5,229.5
718.227017,08,EF,228.7,228.7
718.5351756,08,DF,227.1,227.1
718.6140723,08,DF,227.1,227.1
718.7144241,08,D7,226.3,226.3
718.8147836,08,D4,226,226
718.9141223,08,C8,224.8,224.8
719.0144677,08,C4,224.4,224.4
719.1148152,08,C1,224.1,224.1
719.2141327,08,B9,223.3,223.3
719.3216513,08,B6,223,223
719.6100185,08,A3,221.1,221.1
719.6964104,08,A3,221.1,221.1
719.7967347,08,9E,220.6,220.6
719.8960666,08,97,219.9,219.9
719.9964296,08,95,219.7,219.7
720.0967404,08,91,219.3,219.3
720.1960868,08,8E,219,219
720.3760552,08,89,218.5,218.5
720.5760678,08,89,218.5,218.5
720.6763322,08,7C,217.2,217.2
720.7766676,08,74,216.4,216.4
720.8760107,08,6E,215.8,215.8
720.9763653,08,6B,215.5,215.5
721.0767057,08,65,214.9,214.9
721.1760115,08,63,214.7,214.7
721.2763547,08,5A,213.8,213.8
721.5741836,08,4D,212.5,212.5
721.8011429,08,4D,212.5,212.5
721.8999534,08,48,212,212
722.0003116,08,43,211.5,211.5
722.1006632,08,40,211.2,211.2
722.1999504,08,3D,210.9,210.9
722.3003234,08,37,210.3,210.3
722.589643,08,32,209.8,209.8
722.6760941,08,32,209.8,209.8
722.77648,08,2C,209.2,209.2
722.8757889,08,2A,209,209
722.9761178,08,20,208,208
723.0765006,08,1E,207.8,207.8
723.1758292,08,18,207.2,207.2
723.2761733,08,17,207.1,207.1
723.5783848,08,0D,206.1,206.1
723.6785776,08,0D,206.1,206.1
723.7778763,08,08,205.6,205.6
723.8782303,08,08,205.6,205.6
723.978562,08,06,205.4,205.4
724.0779248,08,03,205.1,205.1
724.1782375,08,01,204.9,204.9
724.3901914,07,FB,204.3,204.3
724.5581442,07,FB,204.3,204.3
724.6585088,07,F4,203.6,203.6
724.7588701,07,ED,202.9,202.9
724.8591994,07,EB,202.7,202.7
724.9595388,07,E9,202.5,202.5
725.0588731,07,E6,202.2,202.2
725.1592342,07,E4,202,202
725.2595696,07,E2,201.8,201.8
725.5429113,07,E2,201.8,201.8
725.6425018,07,E1,201.7,201.7
725.7428553,07,DD,201.3,201.3
725.8422109,07,D5,200.5,200.5
725.9425177,07,D5,200.5,200.5
726.04287,07,D5,200.5,200.5
726.1422239,07,D0,200,200
726.2425389,07,C8,199.2,199.2
726.4493334,07,C2,198.6,198.6
726.7188557,07,C3,198.7,198.7
726.8395168,07,C3,198.7,198.7
726.9388651,07,BB,197.9,197.9
727.0392147,07,C1,198.5,198.5
727.1395254,07,BB,197.9,197.9
727.2388738,07,B9,197.7,197.7
727.5451974,07,AB,196.3,196.3
727.624888,07,AB,196.3,196.3
727.7252345,07,A7,195.9,195.9
727.8255772,07,A7,195.9,195.9
727.9248905,07,A5,195.7,195.7
728.0252373,07,A5,195.7,195.7
728.1255917,07,A3,195.5,195.5
728.2249414,07,9E,195,195
728.5720466,07,A3,195.5,195.5
728.6724193,07,9C,194.8,194.8
728.7727255,07,96,194.2,194.2
728.8720538,07,99,194.5,194.5
728.9724239,07,95,194.1,194.1
729.0727854,07,97,194.3,194.3
729.1731343,07,92,193.8,193.8
729.273457,07,96,194.2,194.2
729.5578828,07,91,193.7,193.7
729.6574289,07,99,194.5,194.5
729.756778,07,9B,194.7,194.7
729.8571248,07,98,194.4,194.4
729.9574674,07,9B,194.7,194.7
730.0567783,07,9A,194.6,194.6
730.1571562,07,9C,194.8,194.8
730.2574898,07,9B,194.7,194.7
730.5383422,07,9C,194.8,194.8
730.6517431,07,A1,195.3,195.3
730.7510097,07,A4,195.6,195.6
730.8513928,07,A5,195.7,195.7
730.9517041,07,A8,196,196
731.0510752,07,A4,195.6,195.6
731.1514016,07,A9,196.1,196.1
731.2517308,07,AE,196.6,196.6
731.5636615,07,B0,196.8,196.8
731.749392,07,B0,196.8,196.8
731.8487405,07,B4,197.2,197.2
731.9490871,07,AF,196.7,196.7
732.0494327,07,B0,196.8,196.8
732.1487305,07,AD,196.5,196.5
732.2491064,07,AA,196.2,196.2
732.5241002,07,A5,195.7,195.7
732.6187494,07,A5,195.7,195.7
732.719068,07,A5,195.7,195.7
732.8194203,07,A5,195.7,195.7
732.9187634,07,A4,195.6,195.6
733.0190903,07,A4,195.6,195.6
733.1194329,07,A0,195.2,195.2
733.2187791,07,A3,195.5,195.5
733.4201776,07,A3,195.5,195.5
733.5976175,07,A3,195.5,195.5
733.6979685,07,94,194,194
733.7983292,07,90,193.6,193.6
733.8976782,07,8F,193.5,193.5
733.9979967,07,85,192.5,192.5
734.0983602,07,86,192.6,192.6
734.1976513,07,80,192,192
734.4085807,07,74,190.8,190.8
734.5703875,07,74,190.8,190.8
734.6696971,07,72,190.6,190.6
734.7700831,07,6F,190.3,190.3
734.8703867,07,68,189.6,189.6
734.9697319,07,68,189.6,189.6
735.0700789,07,68,189.6,189.6
735.1704071,07,60,188.8,188.8
735.3750258,07,5C,188.4,188.4
735.5441586,07,5C,188.4,188.4
735.6445073,07,49,186.5,186.5
735.743818,07,3F,185.5,185.5
735.8442042,07,3C,185.2,185.2
735.9435196,07,34,184.4,184.4
736.0438764,07,2C,183.6,183.6
736.1441955,07,2F,183.9,183.9
736.2435436,07,29,183.3,183.3
736.4299171,07,1F,182.3,182.3
736.750008,07,0F,180.7,180.7
736.8425333,07,0F,180.7,180.7
736.9429221,07,0D,180.5,180.5
737.0432403,07,02,179.4,179.4
737.1425559,07,00,179.2,179.2
737.2428886,06,FD,178.9,178.9
737.5808009,06,FA,178.6,178.6
737.6812925,06,EA,177,177
737.78051,06,EA,177,177
737.8808171,06,E5,176.5,176.5
737.9811898,06,E7,176.7,176.7
738.0804841,06,E2,176.2,176.2
738.1808822,06,E5,176.5,176.5
738.2812155,06,E2,176.2,176.2
738.5727726,06,E2,176.2,176.2
738.6661897,06,E2,176.2,176.2
738.7655247,06,E4,176.4,176.4
738.865905,06,DF,175.9,175.9
738.9662598,06,DF,175.9,175.9
739.0655751,06,DA,175.4,175.4
739.1658979,06,D9,175.3,175.3
739.266258,06,DC,175.6,175.6
739.5649026,06,DA,175.4,175.4
739.6625155,06,DA,175.4,175.4
739.7628629,06,DF,175.9,175.9
739.8632212,06,DF,175.9,175.9
739.9625487,06,DF,175.9,175.9
740.0629135,06,E7,176.7,176.7
740.1632608,06,E7,176.7,176.7
740.262579,06,E7,176.7,176.7
740.5557,06,ED,177.3,177.3
740.6516809,06,ED,177.3,177.3
740.7654648,06,ED,177.3,177.3
740.8646358,06,ED,177.3,177.3
740.9650091,06,F0,177.6,177.6
741.0653594,06,F0,177.6,177.6
741.1646949,06,ED,177.3,177.3
741.2650042,06,F7,178.3,178.3
741.6061633,06,FD,178.9,178.9
741.765719,06,FD,178.9,178.9
741.8660894,07,08,180,180
741.9654141,07,0A,180.2,180.2
742.0657357,07,0A,180.2,180.2
742.1661105,07,0D,180.5,180.5
742.2654033,07,0D,180.5,180.5
742.4686931,07,12,181,181
742.6432446,07,12,181,181
742.7426126,07,15,181.3,181.3
742.842948,07,15,181.3,181.3
742.9433071,07,15,181.3,181.3
743.0425906,07,15,181.3,181.3
743.1429587,07,0F,180.7,180.7
743.2433223,07,15,181.3,181.3
743.421728,07,17,181.5,181.5
743.6191165,07,17,181.5,181.5
743.7184384,07,1A,181.8,181.8
743.8187612,07,15,181.3,181.3
743.9191044,07,15,181.3,181.3
744.0184554,07,12,181,181
744.1188002,07,0F,180.7,180.7
744.2191572,07,0A,180.2,180.2
744.3184605,07,0A,180.2,180.2
744.6051516,06,FF,179.1,179.1
744.6921926,06,FF,179.1,179.1
744.7915484,07,00,179.2,179.2
744.8918491,07,02,179.4,179.4
744.9922215,06,FD,178.9,178.9
745.0915612,06,FF,179.1,179.1
745.1919195,06,FD,178.9,178.9
745.3935575,06,F5,178.1,178.1
745.5666337,06,F5,178.1,178.1
745.6669843,06,EA,177,177
745.7663063,06,E4,176.4,176.4
745.866658,06,DF,175.9,175.9
745.9670428,06,DA,175.4,175.4
746.0663655,06,D4,174.8,174.8
746.166709,06,D7,175.1,175.1
746.3479752,06,CC,174,174
746.6511927,06,C4,173.2,173.2
746.7687789,06,C4,173.2,173.2
746.8681244,06,B5,171.7,171.7
746.9684514,06,BE,172.6,172.6
747.0688162,06,B4,171.6,171.6
747.1681304,06,B0,171.2,171.2
747.268505,06,AE,171,171
747.4952769,06,A2,169.8,169.8
747.6432548,06,A2,169.8,169.8
747.7435862,06,9F,169.5,169.5
747.8439497,06,A2,169.8,169.8
747.9432482,06,9C,169.2,169.2
748.0436098,06,9C,169.2,169.2
748.1439577,06,9B,169.1,169.1
748.2433056,06,9C,169.2,169.2
748.5348615,06,9E,169.4,169.4
748.6159913,06,9E,169.4,169.4
748.7153288,06,9E,169.4,169.4
748.8156939,06,9B,169.1,169.1
748.9160408,06,9B,169.1,169.1
749.0163914,06,9B,169.1,169.1
749.1167137,06,9E,169.4,169.4
749.2160391,06,9E,169.4,169.4
749.5153523,06,9C,169.2,169.2
749.610256,06,9C,169.2,169.2
749.7106389,06,9C,169.2,169.2
749.810945,06,A0,169.6,169.6
749.9102676,06,A5,170.1,170.1
750.010613,06,A6,170.2,170.2
750.110972,06,AA,170.6,170.6
750.2112985,06,B1,171.3,171.3
750.4924597,06,B8,172,172
750.5912203,06,B8,172,172
750.6915853,06,B8,172,172
750.7919192,06,BA,172.2,172.2
750.8912164,06,B5,171.7,171.7
750.991564,06,B5,171.7,171.7
751.0919231,06,BE,172.6,172.6
751.1912557,06,BE,172.6,172.6
751.3698911,06,C9,173.7,173.7
751.6731643,06,D2,174.6,174.6
751.786151,06,D2,174.6,174.6
751.8865006,06,D1,174.5,174.5
751.986849,06,D4,174.8,174.8
752.0862126,06,D4,174.8,174.8
752.1865388,06,DC,175.6,175.6
752.3755504,06,D9,175.3,175.3
752.5623398,06,D9,175.3,175.3
752.6626583,06,DF,175.9,175.9
752.762022,06,DF,175.9,175.9
752.8623349,06,EA,177,177
752.9626757,06,E7,176.7,176.7
753.06203,06,E7,176.7,176.7
753.1623717,06,E7,176.7,176.7
753.3414258,06,E7,176.7,176.7
753.5340885,06,E7,176.7,176.7
753.6344361,06,DF,175.9,175.9
753.734781,06,DF,175.9,175.9
753.8340876,06,D4,174.8,174.8
753.9344526,06,DA,175.4,175.4
754.0347944,06,DF,175.9,175.9
754.1341276,06,DC,175.6,175.6
754.2344253,06,DA,175.4,175.4
754.5222724,06,D7,175.1,175.1
754.6092036,06,D7,175.1,175.1
754.709562,06,D4,174.8,174.8
754.8099041,06,D4,174.8,174.8
754.9102713,06,D1,174.5,174.5
755.0105965,06,CC,174,174
755.1099511,06,CB,173.9,173.9
755.21028,06,C9,173.7,173.7
755.5089122,06,C3,173.1,173.1
755.6055496,06,C3,173.1,173.1
755.7058944,06,BB,172.3,172.3
755.8051834,06,BE,172.6,172.6
755.9055198,06,BB,172.3,172.3
756.0059175,06,B8,172,172
756.1052008,06,B6,171.8,171.8
756.2055697,06,B8,172,172
756.7538606,06,B3,171.5,171.5
756.8537488,06,B3,171.5,171.5
756.9530645,06,B0,171.2,171.2
757.0533895,06,B3,171.5,171.5
757.1537353,06,AE,171,171
757.2530598,06,AE,171,171
757.4621981,06,B0,171.2,171.2
757.6370545,06,B0,171.2,171.2
757.7373911,06,B0,171.2,171.2
757.8377676,06,B3,171.5,171.5
757.9370872,06,B0,171.2,171.2
758.0374141,06,B3,171.5,171.5
758.1377489,06,BB,172.3,172.3
758.2370794,06,BB,172.3,172.3
758.5309982,06,B9,172.1,172.1
758.6231201,06,B9,172.1,172.1
758.7234528,06,BF,172.7,172.7
758.8238118,06,C4,173.2,173.2
758.9231199,06,C1,172.9,172.9
759.0234809,06,C7,173.5,173.5
759.1238505,06,CC,174,174
759.2231738,06,CE,174.2,174.2
759.3235322,06,CF,174.3,174.3
759.5958725,06,D4,174.8,174.8
759.6952298,06,D4,174.8,174.8
759.7955482,06,D4,174.8,174.8
759.8958787,06,D2,174.6,174.6
759.9952489,06,DC,175.6,175.6
760.0955724,06,DC,175.6,175.6
760.1959114,06,DF,175.9,175.9
760.3459953,06,E2,176.2,176.2
760.5676285,06,E2,176.2,176.2
760.6669597,06,EF,177.5,177.5
760.7673125,06,EF,177.5,177.5
760.8676529,06,F7,178.3,178.3
760.9669571,06,F5,178.1,178.1
761.0673046,06,F8,178.4,178.4
761.1676353,06,FA,178.6,178.6
761.2670059,06,F8,178.4,178.4
761.6064463,06,FF,179.1,179.1
761.7605332,06,FF,179.1,179.1
761.8598798,07,08,180,180
761.9601871,07,0A,180.2,180.2
762.0605359,07,0A,180.2,180.2
762.15986,07,08,180,180
762.2602078,07,0A,180.2,180.2
762.4490209,06,FF,179.1,179.1
762.6360025,06,FF,179.1,179.1
762.7363327,06,FF,179.1,179.1
762.8366922,06,FD,178.9,178.9
762.9360369,06,FA,178.6,178.6
763.0363865,06,FF,179.1,179.1
763.1367501,06,FD,178.9,178.9
763.2360349,06,FF,179.1,179.1
763.5349023,06,F7,178.3,178.3
763.6323446,06,F7,178.3,178.3
763.732662,06,F5,178.1,178.1
763.831969,06,F2,177.8,177.8
763.9323198,06,F5,178.1,178.1
764.0326963,06,F2,177.8,177.8
764.1320309,06,F5,178.1,178.1
764.2459411,06,F5,178.1,178.1
764.4328004,06,F5,178.1,178.1
764.6184097,06,F5,178.1,178.1
764.7187563,06,EA,177,177
764.8180885,06,E7,176.7,176.7
764.9184001,06,DA,175.4,175.4
765.0187693,06,D4,174.8,174.8
765.1180847,06,CF,174.3,174.3
765.2184436,06,C9,173.7,173.7
765.3187588,06,BF,172.7,172.7
765.5962607,06,BF,172.7,172.7
765.6966058,06,BC,172.4,172.4
765.7969562,06,BF,172.7,172.7
765.8963172,06,C5,173.3,173.3
765.9966529,06,C2,173,173
766.096958,06,CA,173.8,173.8
766.1973105,06,CC,174,174
766.2976995,06,CD,174.1,174.1
766.763214,06,CF,174.3,174.3
766.8618944,06,C9,173.7,173.7
766.9622442,06,C9,173.7,173.7
767.0625832,06,C4,173.2,173.2
767.1619262,06,BF,172.7,172.7
767.2622609,06,BF,172.7,172.7
767.56077,06,C2,173,173
767.6575177,06,C2,173,173
767.763097,06,C7,173.5,173.5
767.8632855,06,C9,173.7,173.7
767.9636737,06,D1,174.5,174.5
768.0629869,06,D4,174.8,174.8
768.1633418,06,D4,174.8,174.8
768.2637001,06,DF,175.9,175.9
768.4669026,06,E2,176.2,176.2
768.6394527,06,E2,176.2,176.2
768.7398413,06,DF,175.9,175.9
768.8391615,06,DF,175.9,175.9
768.9395151,06,DF,175.9,175.9
769.039848,06,DF,175.9,175.9
769.1401707,06,DF,175.9,175.9
769.2405188,06,E4,176.4,176.4
769.3398585,06,E2,176.2,176.2
769.6102779,06,EA,177,177
769.7105152,06,F2,177.8,177.8
769.8098393,06,EF,177.5,177.5
769.9102018,06,EF,177.5,177.5
770.0105268,06,F5,178.1,178.1
770.1098861,06,EF,177.5,177.5
770.2102045,06,F2,177.8,177.8
770.5063273,06,F5,178.1,178.1
770.6034267,06,F5,178.1,178.1
770.7037802,06,F5,178.1,178.1
770.8031065,06,FA,178.6,178.6
770.9035443,07,00,179.2,179.2
771.0037985,07,00,179.2,179.2
771.1030962,06,FD,178.9,178.9
771.2034444,06,FD,178.9,178.9
771.4857294,06,F7,178.3,178.3
771.7031671,06,F7,178.3,178.3
771.8034642,06,F5,178.1,178.1
771.9028131,06,F2,177.8,177.8
772.0031759,06,F2,177.8,177.8
772.1035283,06,EA,177,177
772.2028312,06,F5,178.1,178.1
772.5064368,06,EC,177.2,177.2
772.6042478,06,EC,177.2,177.2
